,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,familysize
326,0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,1
327,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,1
328,1,3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False,3
329,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,2
330,1,3,female,28.0,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False,3
331,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,1
332,0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,2
333,0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,3
334,1,1,female,28.0,1,0,133.65,S,First,woman,False,,Southampton,yes,False,2
335,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
336,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,2
337,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,1
338,1,3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,1
339,0,1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True,1
340,1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,3
341,1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,6
342,0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
343,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
344,0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
345,1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,1
346,1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
347,1,3,female,28.0,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,2
348,1,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,3
349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1
350,0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,1
351,0,1,male,28.0,0,0,35.0,S,First,man,True,C,Southampton,no,True,1
352,0,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,3
353,0,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,2
354,0,3,male,28.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,1
355,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,1
356,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,2
357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,1
358,1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,1
359,1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,1
360,0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,6
361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,2
362,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,2
363,0,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,1
364,0,3,male,28.0,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,2
365,0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1
366,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,2
367,1,3,female,28.0,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,1
368,1,3,female,28.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,1
369,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1
370,1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,2
371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,2
372,0,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
373,0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,1
374,0,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,5
375,1,1,female,28.0,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,2
376,1,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,1
377,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,3
378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,1
379,0,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1
380,1,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,1
381,1,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,3
382,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,1
383,1,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,2
384,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
385,0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,1
386,0,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,8
387,1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
388,0,3,male,28.0,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,1
389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,1
390,1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,4
391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,1
392,0,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,3
393,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,2
394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,3
395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,1
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,1
397,0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1
398,0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1
399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,1
400,1,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1
401,0,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
402,0,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,2
403,0,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,2
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,1
405,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,2
406,0,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,1
407,1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,3
408,0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1
409,0,3,female,28.0,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,5
410,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
411,0,3,male,28.0,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,1
412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,2
413,0,2,male,28.0,0,0,0.0,S,Second,man,True,,Southampton,no,True,1
414,1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1
415,0,3,female,28.0,0,0,8.05,S,Third,woman,False,,Southampton,no,True,1
416,1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,3
417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,3
418,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
419,0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,3
420,0,3,male,28.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,1
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,1
422,0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,1
423,0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,3
424,0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,3
425,0,3,male,28.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1
426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,2
427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,1
428,0,3,male,28.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1
429,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,1
430,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1
431,1,3,female,28.0,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,2
432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,2
433,0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,1
434,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,2
435,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,4
436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,5
437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,6
438,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,6
439,0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1
440,1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,3
441,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,1
442,0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,2
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
444,1,3,male,28.0,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,1
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,3
446,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,2
447,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,1
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,4
449,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1
450,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,4
451,0,3,male,28.0,1,0,19.9667,S,Third,man,True,,Southampton,no,False,2
452,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,1
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,2
454,0,3,male,28.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,1
456,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,1
457,1,1,female,28.0,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,2
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,1
459,0,3,male,28.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1
460,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
462,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,1
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1
464,0,3,male,28.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,1
466,0,2,male,28.0,0,0,0.0,S,Second,man,True,,Southampton,no,True,1
467,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,1
468,0,3,male,28.0,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,1
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,4
470,0,3,male,28.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,4
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,1
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,1
475,0,1,male,28.0,0,0,52.0,S,First,man,True,A,Southampton,no,True,1
476,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,2
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,2
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,1
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,2
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,8
481,0,2,male,28.0,0,0,0.0,S,Second,man,True,,Southampton,no,True,1
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,1
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,2
485,0,3,female,28.0,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,5
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,2
487,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,1
488,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,3
490,0,3,male,28.0,1,0,19.9667,S,Third,man,True,,Southampton,no,False,2
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1
492,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,1
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,1
494,0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
495,0,3,male,28.0,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,1
496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,2
497,0,3,male,28.0,0,0,15.1,S,Third,man,True,,Southampton,no,True,1
498,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,4
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,1
500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,1
502,0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,1
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,1
504,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1
505,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,2
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,3
507,1,1,male,28.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,1
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,1
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,1
511,0,3,male,28.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,2
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,1
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,1
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,1
517,0,3,male,28.0,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,1
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,2
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
520,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,1
521,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
522,0,3,male,28.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,1
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,2
524,0,3,male,28.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1
526,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,1
527,0,1,male,28.0,0,0,221.7792,S,First,man,True,C,Southampton,no,True,1
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,1
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,4
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,3
531,0,3,male,28.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,3
533,1,3,female,28.0,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,3
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,1
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,3
536,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,1
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,1
538,0,3,male,28.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,1
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,3
540,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,3
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,7
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,7
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,2
544,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,2
545,0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,1
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,2
547,1,2,male,28.0,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,1
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,3
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,3
550,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,3
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1
552,0,3,male,28.0,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,1
553,1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,1
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,1
555,0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,1
556,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,2
557,0,1,male,28.0,0,0,227.525,C,First,man,True,,Cherbourg,no,True,1
558,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,3
559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,2
560,0,3,male,28.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,1
563,0,3,male,28.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
564,0,3,female,28.0,0,0,8.05,S,Third,woman,False,,Southampton,no,True,1
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,3
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,5
568,0,3,male,28.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1
569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,1
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,1
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,3
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,1
573,1,3,female,28.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,1
574,0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
575,0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,1
576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
577,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,2
578,0,3,female,28.0,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,2
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,3
581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,3
582,0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1
583,0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,1
584,0,3,male,28.0,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,1
585,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,3
586,0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,1
587,1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,3
588,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
589,0,3,male,28.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
590,0,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,1
591,1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,2
592,0,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1
593,0,3,female,28.0,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False,3
594,0,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,2
595,0,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,3
596,1,2,female,28.0,0,0,33.0,S,Second,woman,False,,Southampton,yes,True,1
597,0,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,1
598,0,3,male,28.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,1
599,1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,2
600,1,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False,4
601,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
602,0,1,male,28.0,0,0,42.4,S,First,man,True,,Southampton,no,True,1
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
604,1,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,1
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,2
606,0,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
607,1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,1
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,4
609,1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,1
610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,7
611,0,3,male,28.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,1
612,1,3,female,28.0,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,2
613,0,3,male,28.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1
614,0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1
615,1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,4
616,0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,3
617,0,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,2
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,4
619,0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1
620,0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,2
621,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,2
622,1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,3
623,0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,1
624,0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,1
625,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,1
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,1
627,1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,1
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
629,0,3,male,28.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,1
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,1
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,1
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,1
633,0,1,male,28.0,0,0,0.0,S,First,man,True,,Southampton,no,True,1
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,6
635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,1
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,3
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,6
639,0,3,male,28.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,2
640,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,1
641,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,6
643,1,3,male,28.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,4
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,2
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,1
648,0,3,male,28.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,1
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,1
650,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,2
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,1
